MyFinalPosition,WinnerIndex,MyStrategy,MyPoints,EnemyStrategy2,EnemyPoints2,EnemyStrategy3,EnemyPoints3,EnemyStrategy4,EnemyPoints4,GameSeed,MyTotalWinsQty
3,2,SHOOTER,51,SHERIFF,29,SHOOTER,55,LOW_LAYER,47,1554606937,128
4,2,SHOOTER,56,SHERIFF,6,SHOOTER,45,LOW_LAYER,23,1554606939,128
4,2,SHOOTER,61,SHERIFF,8,SHOOTER,43,LOW_LAYER,18,1554606940,128
4,4,SHOOTER,58,SHERIFF,46,SHOOTER,49,LOW_LAYER,3,1554606942,128
4,4,SHOOTER,56,SHERIFF,7,SHOOTER,15,LOW_LAYER,0,1554606943,128
4,4,SHOOTER,61,SHERIFF,17,SHOOTER,26,LOW_LAYER,0,1554606945,128
2,4,SHOOTER,36,SHERIFF,41,SHOOTER,61,LOW_LAYER,18,1554606946,128
4,2,SHOOTER,50,SHERIFF,10,SHOOTER,31,LOW_LAYER,13,1554606948,128
2,4,SHOOTER,15,SHERIFF,26,SHOOTER,59,LOW_LAYER,4,1554606949,128
2,4,SHOOTER,35,SHERIFF,38,SHOOTER,57,LOW_LAYER,0,1554606950,128
4,4,SHOOTER,56,SHERIFF,16,SHOOTER,29,LOW_LAYER,3,1554606952,128
3,2,SHOOTER,30,SHERIFF,11,SHOOTER,51,LOW_LAYER,12,1554606953,128
4,2,SHOOTER,70,SHERIFF,8,SHOOTER,43,LOW_LAYER,9,1554606955,128
1,1,SHOOTER,6,SHERIFF,29,SHOOTER,66,LOW_LAYER,29,1554606956,129
3,4,SHOOTER,41,SHERIFF,9,SHOOTER,52,LOW_LAYER,2,1554606958,129
3,4,SHOOTER,23,SHERIFF,15,SHOOTER,66,LOW_LAYER,0,1554606959,129
3,4,SHOOTER,51,SHERIFF,38,SHOOTER,53,LOW_LAYER,14,1554606960,129
3,4,SHOOTER,28,SHERIFF,4,SHOOTER,72,LOW_LAYER,0,1554606962,129
3,4,SHOOTER,56,SHERIFF,60,SHOOTER,39,LOW_LAYER,27,1554606963,129
4,4,SHOOTER,62,SHERIFF,10,SHOOTER,54,LOW_LAYER,4,1554606965,129
4,3,SHOOTER,51,SHERIFF,27,SHOOTER,0,LOW_LAYER,26,1554606966,129
4,3,SHOOTER,56,SHERIFF,47,SHOOTER,25,LOW_LAYER,28,1554606968,129
2,2,SHOOTER,16,SHERIFF,9,SHOOTER,60,LOW_LAYER,19,1554606969,129
1,1,SHOOTER,26,SHERIFF,66,SHOOTER,43,LOW_LAYER,47,1554606970,130
2,4,SHOOTER,38,SHERIFF,41,SHOOTER,71,LOW_LAYER,32,1554606972,130
2,4,SHOOTER,42,SHERIFF,56,SHOOTER,57,LOW_LAYER,27,1554606973,130
4,3,SHOOTER,51,SHERIFF,41,SHOOTER,12,LOW_LAYER,26,1554606975,130
3,4,SHOOTER,32,SHERIFF,32,SHOOTER,54,LOW_LAYER,12,1554606976,130
4,3,SHOOTER,59,SHERIFF,28,SHOOTER,17,LOW_LAYER,26,1554606978,130
4,4,SHOOTER,53,SHERIFF,36,SHOOTER,45,LOW_LAYER,22,1554606979,130
3,2,SHOOTER,47,SHERIFF,19,SHOOTER,61,LOW_LAYER,29,1554606981,130
4,4,SHOOTER,63,SHERIFF,9,SHOOTER,27,LOW_LAYER,5,1554606982,130
4,4,SHOOTER,64,SHERIFF,19,SHOOTER,16,LOW_LAYER,5,1554606983,130
4,3,SHOOTER,60,SHERIFF,44,SHOOTER,26,LOW_LAYER,52,1554606985,130
4,2,SHOOTER,58,SHERIFF,19,SHOOTER,55,LOW_LAYER,24,1554606986,130
4,4,SHOOTER,51,SHERIFF,23,SHOOTER,30,LOW_LAYER,0,1554606988,130
3,4,SHOOTER,37,SHERIFF,11,SHOOTER,50,LOW_LAYER,6,1554606989,130
4,4,SHOOTER,54,SHERIFF,46,SHOOTER,29,LOW_LAYER,27,1554606991,130
2,4,SHOOTER,28,SHERIFF,34,SHOOTER,62,LOW_LAYER,6,1554606992,130
4,4,SHOOTER,51,SHERIFF,5,SHOOTER,22,LOW_LAYER,0,1554606994,130
3,4,SHOOTER,39,SHERIFF,28,SHOOTER,59,LOW_LAYER,4,1554606995,130
3,4,SHOOTER,36,SHERIFF,29,SHOOTER,60,LOW_LAYER,5,1554606996,130
4,4,SHOOTER,55,SHERIFF,28,SHOOTER,42,LOW_LAYER,5,1554606998,130
2,4,SHOOTER,47,SHERIFF,48,SHOOTER,58,LOW_LAYER,3,1554606999,130
4,2,SHOOTER,50,SHERIFF,7,SHOOTER,36,LOW_LAYER,11,1554607001,130
3,4,SHOOTER,35,SHERIFF,12,SHOOTER,57,LOW_LAYER,0,1554607002,130
4,2,SHOOTER,67,SHERIFF,33,SHOOTER,47,LOW_LAYER,35,1554607004,130
4,2,SHOOTER,59,SHERIFF,5,SHOOTER,51,LOW_LAYER,15,1554607005,130
4,2,SHOOTER,59,SHERIFF,8,SHOOTER,49,LOW_LAYER,14,1554607007,130
4,4,SHOOTER,50,SHERIFF,48,SHOOTER,44,LOW_LAYER,40,1554607008,130
4,4,SHOOTER,64,SHERIFF,9,SHOOTER,31,LOW_LAYER,0,1554607010,130
4,4,SHOOTER,59,SHERIFF,25,SHOOTER,33,LOW_LAYER,13,1554607011,130
2,2,SHOOTER,31,SHERIFF,0,SHOOTER,62,LOW_LAYER,37,1554607013,130
3,4,SHOOTER,26,SHERIFF,18,SHOOTER,54,LOW_LAYER,6,1554607014,130
2,4,SHOOTER,18,SHERIFF,23,SHOOTER,50,LOW_LAYER,13,1554607016,130
4,3,SHOOTER,62,SHERIFF,27,SHOOTER,15,LOW_LAYER,26,1554607017,130
1,1,SHOOTER,14,SHERIFF,39,SHOOTER,51,LOW_LAYER,26,1554607018,131
4,4,SHOOTER,54,SHERIFF,10,SHOOTER,40,LOW_LAYER,0,1554607020,131
1,1,SHOOTER,25,SHERIFF,26,SHOOTER,53,LOW_LAYER,26,1554607021,132
3,4,SHOOTER,47,SHERIFF,16,SHOOTER,67,LOW_LAYER,0,1554607023,132
4,4,SHOOTER,53,SHERIFF,41,SHOOTER,33,LOW_LAYER,3,1554607024,132
4,4,SHOOTER,52,SHERIFF,29,SHOOTER,49,LOW_LAYER,0,1554607026,132
3,2,SHOOTER,20,SHERIFF,0,SHOOTER,55,LOW_LAYER,3,1554607027,132
3,4,SHOOTER,33,SHERIFF,18,SHOOTER,53,LOW_LAYER,0,1554607028,132
3,4,SHOOTER,27,SHERIFF,16,SHOOTER,59,LOW_LAYER,2,1554607030,132
3,4,SHOOTER,34,SHERIFF,8,SHOOTER,62,LOW_LAYER,0,1554607031,132
4,4,SHOOTER,59,SHERIFF,22,SHOOTER,23,LOW_LAYER,0,1554607033,132
1,1,SHOOTER,43,SHERIFF,55,SHOOTER,58,LOW_LAYER,52,1554607034,133
4,2,SHOOTER,57,SHERIFF,3,SHOOTER,40,LOW_LAYER,4,1554607035,133
3,4,SHOOTER,41,SHERIFF,38,SHOOTER,64,LOW_LAYER,13,1554607037,133
4,4,SHOOTER,56,SHERIFF,16,SHOOTER,49,LOW_LAYER,9,1554607039,133
4,4,SHOOTER,75,SHERIFF,2,SHOOTER,53,LOW_LAYER,0,1554607040,133
4,4,SHOOTER,59,SHERIFF,40,SHOOTER,27,LOW_LAYER,4,1554607042,133
3,4,SHOOTER,49,SHERIFF,3,SHOOTER,50,LOW_LAYER,2,1554607043,133
1,1,SHOOTER,10,SHERIFF,39,SHOOTER,53,LOW_LAYER,28,1554607045,134
3,4,SHOOTER,34,SHERIFF,34,SHOOTER,58,LOW_LAYER,30,1554607046,134
4,4,SHOOTER,54,SHERIFF,38,SHOOTER,37,LOW_LAYER,1,1554607047,134
4,4,SHOOTER,52,SHERIFF,23,SHOOTER,3,LOW_LAYER,0,1554607049,134
4,4,SHOOTER,54,SHERIFF,22,SHOOTER,21,LOW_LAYER,7,1554607050,134
2,4,SHOOTER,22,SHERIFF,36,SHOOTER,60,LOW_LAYER,12,1554607051,134
3,4,SHOOTER,23,SHERIFF,5,SHOOTER,50,LOW_LAYER,0,1554607053,134
3,4,SHOOTER,41,SHERIFF,25,SHOOTER,51,LOW_LAYER,13,1554607054,134
3,4,SHOOTER,46,SHERIFF,24,SHOOTER,64,LOW_LAYER,22,1554607056,134
2,4,SHOOTER,30,SHERIFF,42,SHOOTER,54,LOW_LAYER,4,1554607057,134
4,4,SHOOTER,54,SHERIFF,23,SHOOTER,49,LOW_LAYER,4,1554607059,134
1,1,SHOOTER,28,SHERIFF,41,SHOOTER,52,LOW_LAYER,61,1554607060,135
4,2,SHOOTER,68,SHERIFF,17,SHOOTER,38,LOW_LAYER,33,1554607062,135
3,4,SHOOTER,14,SHERIFF,7,SHOOTER,56,LOW_LAYER,1,1554607064,135
4,4,SHOOTER,65,SHERIFF,26,SHOOTER,23,LOW_LAYER,16,1554607065,135
2,4,SHOOTER,8,SHERIFF,10,SHOOTER,58,LOW_LAYER,2,1554607066,135
4,4,SHOOTER,59,SHERIFF,35,SHOOTER,32,LOW_LAYER,4,1554607068,135
4,4,SHOOTER,61,SHERIFF,39,SHOOTER,30,LOW_LAYER,26,1554607069,135
4,4,SHOOTER,56,SHERIFF,4,SHOOTER,18,LOW_LAYER,0,1554607071,135
4,4,SHOOTER,69,SHERIFF,18,SHOOTER,34,LOW_LAYER,9,1554607072,135
3,4,SHOOTER,16,SHERIFF,15,SHOOTER,60,LOW_LAYER,13,1554607074,135
2,4,SHOOTER,8,SHERIFF,17,SHOOTER,53,LOW_LAYER,0,1554607075,135
3,2,SHOOTER,38,SHERIFF,14,SHOOTER,61,LOW_LAYER,17,1554607076,135
1,1,SHOOTER,9,SHERIFF,26,SHOOTER,62,LOW_LAYER,33,1554607078,136
3,2,SHOOTER,12,SHERIFF,2,SHOOTER,57,LOW_LAYER,7,1554607079,136
3,4,SHOOTER,22,SHERIFF,16,SHOOTER,59,LOW_LAYER,7,1554607080,136
4,4,SHOOTER,62,SHERIFF,15,SHOOTER,26,LOW_LAYER,1,1554607082,136
3,4,SHOOTER,33,SHERIFF,8,SHOOTER,63,LOW_LAYER,0,1554607083,136
4,2,SHOOTER,68,SHERIFF,20,SHOOTER,68,LOW_LAYER,26,1554607085,136
2,2,SHOOTER,45,SHERIFF,4,SHOOTER,59,LOW_LAYER,48,1554607086,136
4,4,SHOOTER,70,SHERIFF,12,SHOOTER,41,LOW_LAYER,7,1554607088,136
4,2,SHOOTER,60,SHERIFF,2,SHOOTER,55,LOW_LAYER,13,1554607089,136
4,4,SHOOTER,58,SHERIFF,34,SHOOTER,25,LOW_LAYER,13,1554607091,136
4,2,SHOOTER,56,SHERIFF,1,SHOOTER,9,LOW_LAYER,12,1554607092,136
4,4,SHOOTER,54,SHERIFF,34,SHOOTER,47,LOW_LAYER,21,1554607094,136
4,3,SHOOTER,61,SHERIFF,41,SHOOTER,0,LOW_LAYER,28,1554607095,136
4,4,SHOOTER,53,SHERIFF,9,SHOOTER,14,LOW_LAYER,2,1554607097,136
3,3,SHOOTER,43,SHERIFF,53,SHOOTER,21,LOW_LAYER,39,1554607098,136
3,2,SHOOTER,26,SHERIFF,8,SHOOTER,57,LOW_LAYER,13,1554607099,136
3,4,SHOOTER,52,SHERIFF,19,SHOOTER,59,LOW_LAYER,0,1554607101,136
4,4,SHOOTER,69,SHERIFF,54,SHOOTER,32,LOW_LAYER,27,1554607102,136
2,4,SHOOTER,8,SHERIFF,9,SHOOTER,59,LOW_LAYER,2,1554607104,136
4,2,SHOOTER,60,SHERIFF,4,SHOOTER,9,LOW_LAYER,5,1554607105,136
4,3,SHOOTER,52,SHERIFF,32,SHOOTER,19,LOW_LAYER,27,1554607107,136
3,4,SHOOTER,29,SHERIFF,13,SHOOTER,60,LOW_LAYER,2,1554607108,136
3,4,SHOOTER,49,SHERIFF,29,SHOOTER,52,LOW_LAYER,0,1554607109,136
3,4,SHOOTER,52,SHERIFF,32,SHOOTER,53,LOW_LAYER,19,1554607111,136
4,4,SHOOTER,56,SHERIFF,34,SHOOTER,50,LOW_LAYER,16,1554607112,136
4,4,SHOOTER,54,SHERIFF,6,SHOOTER,44,LOW_LAYER,0,1554607114,136
4,3,SHOOTER,51,SHERIFF,30,SHOOTER,23,LOW_LAYER,26,1554607115,136
2,4,SHOOTER,31,SHERIFF,45,SHOOTER,54,LOW_LAYER,0,1554607117,136
3,4,SHOOTER,35,SHERIFF,3,SHOOTER,66,LOW_LAYER,0,1554607118,136
4,4,SHOOTER,69,SHERIFF,25,SHOOTER,33,LOW_LAYER,3,1554607120,136
1,1,SHOOTER,4,SHERIFF,10,SHOOTER,50,LOW_LAYER,14,1554607121,137
3,4,SHOOTER,30,SHERIFF,15,SHOOTER,54,LOW_LAYER,5,1554607123,137
3,4,SHOOTER,18,SHERIFF,10,SHOOTER,50,LOW_LAYER,0,1554607124,137
3,2,SHOOTER,33,SHERIFF,0,SHOOTER,70,LOW_LAYER,1,1554607125,137
4,2,SHOOTER,62,SHERIFF,26,SHOOTER,42,LOW_LAYER,52,1554607127,137
4,4,SHOOTER,53,SHERIFF,21,SHOOTER,29,LOW_LAYER,1,1554607128,137
3,2,SHOOTER,44,SHERIFF,0,SHOOTER,56,LOW_LAYER,4,1554607129,137
4,3,SHOOTER,56,SHERIFF,26,SHOOTER,19,LOW_LAYER,29,1554607131,137
4,4,SHOOTER,51,SHERIFF,20,SHOOTER,46,LOW_LAYER,13,1554607132,137
4,4,SHOOTER,55,SHERIFF,30,SHOOTER,26,LOW_LAYER,19,1554607134,137
3,4,SHOOTER,48,SHERIFF,64,SHOOTER,13,LOW_LAYER,5,1554607135,137
3,2,SHOOTER,52,SHERIFF,30,SHOOTER,48,LOW_LAYER,52,1554607137,137
4,4,SHOOTER,56,SHERIFF,19,SHOOTER,45,LOW_LAYER,10,1554607138,137
3,4,SHOOTER,15,SHERIFF,13,SHOOTER,50,LOW_LAYER,0,1554607140,137
3,4,SHOOTER,31,SHERIFF,17,SHOOTER,56,LOW_LAYER,0,1554607141,137
4,4,SHOOTER,53,SHERIFF,38,SHOOTER,13,LOW_LAYER,0,1554607142,137
3,4,SHOOTER,38,SHERIFF,31,SHOOTER,70,LOW_LAYER,17,1554607144,137
3,4,SHOOTER,50,SHERIFF,28,SHOOTER,73,LOW_LAYER,5,1554607145,137
4,4,SHOOTER,67,SHERIFF,27,SHOOTER,54,LOW_LAYER,8,1554607147,137
4,4,SHOOTER,54,SHERIFF,31,SHOOTER,16,LOW_LAYER,3,1554607149,137
4,4,SHOOTER,56,SHERIFF,7,SHOOTER,38,LOW_LAYER,3,1554607150,137
4,4,SHOOTER,61,SHERIFF,26,SHOOTER,39,LOW_LAYER,4,1554607151,137
4,4,SHOOTER,53,SHERIFF,26,SHOOTER,25,LOW_LAYER,0,1554607153,137
4,4,SHOOTER,70,SHERIFF,26,SHOOTER,34,LOW_LAYER,0,1554607154,137
3,4,SHOOTER,33,SHERIFF,32,SHOOTER,62,LOW_LAYER,29,1554607156,137
3,4,SHOOTER,51,SHERIFF,26,SHOOTER,53,LOW_LAYER,0,1554607157,137
3,4,SHOOTER,66,SHERIFF,70,SHOOTER,45,LOW_LAYER,27,1554607159,137
3,2,SHOOTER,42,SHERIFF,23,SHOOTER,65,LOW_LAYER,26,1554607160,137
3,4,SHOOTER,38,SHERIFF,38,SHOOTER,50,LOW_LAYER,4,1554607162,137
1,1,SHOOTER,18,SHERIFF,35,SHOOTER,51,LOW_LAYER,26,1554607163,138
4,4,SHOOTER,66,SHERIFF,17,SHOOTER,31,LOW_LAYER,16,1554607165,138
4,4,SHOOTER,50,SHERIFF,31,SHOOTER,48,LOW_LAYER,1,1554607166,138
4,4,SHOOTER,50,SHERIFF,9,SHOOTER,37,LOW_LAYER,8,1554607168,138
2,4,SHOOTER,10,SHERIFF,13,SHOOTER,54,LOW_LAYER,1,1554607169,138
4,4,SHOOTER,52,SHERIFF,18,SHOOTER,30,LOW_LAYER,4,1554607171,138
3,2,SHOOTER,21,SHERIFF,9,SHOOTER,56,LOW_LAYER,18,1554607172,138
3,4,SHOOTER,28,SHERIFF,8,SHOOTER,65,LOW_LAYER,3,1554607173,138
4,4,SHOOTER,52,SHERIFF,5,SHOOTER,21,LOW_LAYER,0,1554607175,138
4,4,SHOOTER,56,SHERIFF,23,SHOOTER,36,LOW_LAYER,15,1554607176,138
2,4,SHOOTER,16,SHERIFF,29,SHOOTER,59,LOW_LAYER,0,1554607178,138
4,2,SHOOTER,52,SHERIFF,3,SHOOTER,43,LOW_LAYER,6,1554607179,138
2,4,SHOOTER,17,SHERIFF,35,SHOOTER,52,LOW_LAYER,0,1554607180,138
4,4,SHOOTER,71,SHERIFF,15,SHOOTER,18,LOW_LAYER,0,1554607182,138
4,4,SHOOTER,57,SHERIFF,23,SHOOTER,24,LOW_LAYER,0,1554607183,138
2,2,SHOOTER,17,SHERIFF,6,SHOOTER,60,LOW_LAYER,21,1554607185,138
1,1,SHOOTER,0,SHERIFF,46,SHOOTER,63,LOW_LAYER,47,1554607186,139
3,2,SHOOTER,51,SHERIFF,1,SHOOTER,52,LOW_LAYER,26,1554607188,139
2,4,SHOOTER,28,SHERIFF,47,SHOOTER,55,LOW_LAYER,0,1554607189,139
4,2,SHOOTER,61,SHERIFF,9,SHOOTER,42,LOW_LAYER,18,1554607190,139
4,3,SHOOTER,50,SHERIFF,21,SHOOTER,12,LOW_LAYER,21,1554607192,139
3,4,SHOOTER,38,SHERIFF,24,SHOOTER,104,LOW_LAYER,16,1554607193,139
3,2,SHOOTER,46,SHERIFF,13,SHOOTER,53,LOW_LAYER,18,1554607195,139
2,3,SHOOTER,46,SHERIFF,53,SHOOTER,31,LOW_LAYER,52,1554607197,139
3,2,SHOOTER,42,SHERIFF,17,SHOOTER,50,LOW_LAYER,21,1554607198,139
3,4,SHOOTER,38,SHERIFF,9,SHOOTER,50,LOW_LAYER,7,1554607200,139
3,4,SHOOTER,37,SHERIFF,9,SHOOTER,53,LOW_LAYER,5,1554607201,139
3,4,SHOOTER,48,SHERIFF,30,SHOOTER,71,LOW_LAYER,7,1554607202,139
4,4,SHOOTER,53,SHERIFF,18,SHOOTER,30,LOW_LAYER,3,1554607204,139
3,4,SHOOTER,49,SHERIFF,51,SHOOTER,42,LOW_LAYER,14,1554607205,139
3,4,SHOOTER,57,SHERIFF,12,SHOOTER,60,LOW_LAYER,1,1554607207,139
3,4,SHOOTER,31,SHERIFF,11,SHOOTER,62,LOW_LAYER,0,1554607209,139
3,4,SHOOTER,46,SHERIFF,24,SHOOTER,50,LOW_LAYER,10,1554607210,139
3,4,SHOOTER,34,SHERIFF,7,SHOOTER,63,LOW_LAYER,0,1554607212,139
4,3,SHOOTER,55,SHERIFF,31,SHOOTER,18,LOW_LAYER,26,1554607213,139
3,4,SHOOTER,20,SHERIFF,4,SHOOTER,53,LOW_LAYER,1,1554607214,139
4,2,SHOOTER,52,SHERIFF,7,SHOOTER,27,LOW_LAYER,18,1554607216,139
4,4,SHOOTER,63,SHERIFF,4,SHOOTER,11,LOW_LAYER,0,1554607217,139
4,4,SHOOTER,65,SHERIFF,8,SHOOTER,31,LOW_LAYER,0,1554607218,139
4,4,SHOOTER,52,SHERIFF,31,SHOOTER,43,LOW_LAYER,4,1554607220,139
4,2,SHOOTER,63,SHERIFF,5,SHOOTER,18,LOW_LAYER,18,1554607221,139
4,4,SHOOTER,70,SHERIFF,23,SHOOTER,31,LOW_LAYER,6,1554607223,139
1,1,SHOOTER,32,SHERIFF,34,SHOOTER,50,LOW_LAYER,40,1554607224,140
4,4,SHOOTER,56,SHERIFF,21,SHOOTER,39,LOW_LAYER,14,1554607226,140
3,2,SHOOTER,44,SHERIFF,24,SHOOTER,50,LOW_LAYER,38,1554607228,140
3,4,SHOOTER,47,SHERIFF,38,SHOOTER,70,LOW_LAYER,1,1554607229,140
3,4,SHOOTER,61,SHERIFF,38,SHOOTER,105,LOW_LAYER,30,1554607231,140
4,4,SHOOTER,67,SHERIFF,44,SHOOTER,27,LOW_LAYER,18,1554607233,140
3,2,SHOOTER,31,SHERIFF,5,SHOOTER,50,LOW_LAYER,18,1554607234,140
3,2,SHOOTER,45,SHERIFF,13,SHOOTER,57,LOW_LAYER,15,1554607236,140
4,4,SHOOTER,60,SHERIFF,29,SHOOTER,45,LOW_LAYER,22,1554607237,140
3,2,SHOOTER,33,SHERIFF,1,SHOOTER,70,LOW_LAYER,26,1554607239,140
4,4,SHOOTER,61,SHERIFF,15,SHOOTER,26,LOW_LAYER,2,1554607240,140
4,4,SHOOTER,56,SHERIFF,10,SHOOTER,36,LOW_LAYER,2,1554607242,140
4,3,SHOOTER,59,SHERIFF,31,SHOOTER,14,LOW_LAYER,26,1554607243,140
3,4,SHOOTER,54,SHERIFF,16,SHOOTER,60,LOW_LAYER,0,1554607244,140
4,4,SHOOTER,60,SHERIFF,15,SHOOTER,29,LOW_LAYER,0,1554607246,140
2,4,SHOOTER,43,SHERIFF,49,SHOOTER,60,LOW_LAYER,4,1554607247,140
3,4,SHOOTER,20,SHERIFF,17,SHOOTER,53,LOW_LAYER,14,1554607249,140
3,4,SHOOTER,24,SHERIFF,2,SHOOTER,52,LOW_LAYER,0,1554607250,140
4,2,SHOOTER,50,SHERIFF,6,SHOOTER,38,LOW_LAYER,10,1554607252,140
3,4,SHOOTER,35,SHERIFF,12,SHOOTER,52,LOW_LAYER,5,1554607253,140
4,2,SHOOTER,61,SHERIFF,3,SHOOTER,40,LOW_LAYER,26,1554607255,140
2,4,SHOOTER,16,SHERIFF,19,SHOOTER,56,LOW_LAYER,13,1554607256,140
2,4,SHOOTER,32,SHERIFF,49,SHOOTER,75,LOW_LAYER,26,1554607257,140
3,4,SHOOTER,37,SHERIFF,16,SHOOTER,51,LOW_LAYER,0,1554607259,140
1,1,SHOOTER,26,SHERIFF,52,SHOOTER,69,LOW_LAYER,35,1554607260,141
4,4,SHOOTER,53,SHERIFF,30,SHOOTER,45,LOW_LAYER,2,1554607262,141
4,4,SHOOTER,70,SHERIFF,6,SHOOTER,26,LOW_LAYER,2,1554607263,141
3,4,SHOOTER,35,SHERIFF,13,SHOOTER,51,LOW_LAYER,5,1554607265,141
3,4,SHOOTER,30,SHERIFF,27,SHOOTER,57,LOW_LAYER,16,1554607266,141
3,3,SHOOTER,34,SHERIFF,52,SHOOTER,18,LOW_LAYER,26,1554607268,141
3,4,SHOOTER,39,SHERIFF,6,SHOOTER,56,LOW_LAYER,3,1554607269,141
3,3,SHOOTER,85,SHERIFF,97,SHOOTER,26,LOW_LAYER,52,1554607271,141
4,2,SHOOTER,58,SHERIFF,19,SHOOTER,32,LOW_LAYER,21,1554607272,141
4,3,SHOOTER,71,SHERIFF,59,SHOOTER,0,LOW_LAYER,52,1554607274,141
2,4,SHOOTER,16,SHERIFF,26,SHOOTER,62,LOW_LAYER,0,1554607275,141
4,4,SHOOTER,55,SHERIFF,13,SHOOTER,36,LOW_LAYER,0,1554607277,141
2,4,SHOOTER,27,SHERIFF,44,SHOOTER,59,LOW_LAYER,26,1554607278,141
4,3,SHOOTER,50,SHERIFF,35,SHOOTER,32,LOW_LAYER,39,1554607279,141
3,4,SHOOTER,58,SHERIFF,6,SHOOTER,66,LOW_LAYER,0,1554607281,141
2,4,SHOOTER,19,SHERIFF,21,SHOOTER,64,LOW_LAYER,0,1554607282,141
3,4,SHOOTER,31,SHERIFF,22,SHOOTER,51,LOW_LAYER,0,1554607284,141
3,2,SHOOTER,17,SHERIFF,3,SHOOTER,54,LOW_LAYER,4,1554607285,141
4,4,SHOOTER,59,SHERIFF,15,SHOOTER,55,LOW_LAYER,1,1554607287,141
2,4,SHOOTER,16,SHERIFF,30,SHOOTER,56,LOW_LAYER,2,1554607288,141
3,4,SHOOTER,55,SHERIFF,10,SHOOTER,60,LOW_LAYER,5,1554607290,141
3,4,SHOOTER,7,SHERIFF,1,SHOOTER,70,LOW_LAYER,0,1554607291,141
4,4,SHOOTER,58,SHERIFF,33,SHOOTER,39,LOW_LAYER,0,1554607292,141
3,2,SHOOTER,46,SHERIFF,3,SHOOTER,55,LOW_LAYER,26,1554607294,141
3,3,SHOOTER,44,SHERIFF,52,SHOOTER,16,LOW_LAYER,18,1554607295,141
1,1,SHOOTER,9,SHERIFF,45,SHOOTER,50,LOW_LAYER,26,1554607297,142
2,4,SHOOTER,8,SHERIFF,16,SHOOTER,52,LOW_LAYER,2,1554607298,142
4,4,SHOOTER,54,SHERIFF,45,SHOOTER,29,LOW_LAYER,2,1554607300,142
4,4,SHOOTER,51,SHERIFF,9,SHOOTER,18,LOW_LAYER,0,1554607301,142
4,4,SHOOTER,70,SHERIFF,25,SHOOTER,35,LOW_LAYER,0,1554607302,142
3,4,SHOOTER,33,SHERIFF,9,SHOOTER,61,LOW_LAYER,1,1554607304,142
3,4,SHOOTER,54,SHERIFF,12,SHOOTER,87,LOW_LAYER,3,1554607306,142
3,4,SHOOTER,41,SHERIFF,10,SHOOTER,53,LOW_LAYER,0,1554607307,142
1,1,SHOOTER,0,SHERIFF,27,SHOOTER,51,LOW_LAYER,26,1554607309,143
4,4,SHOOTER,63,SHERIFF,39,SHOOTER,27,LOW_LAYER,1,1554607310,143
3,4,SHOOTER,40,SHERIFF,33,SHOOTER,53,LOW_LAYER,30,1554607311,143
1,1,SHOOTER,26,SHERIFF,75,SHOOTER,29,LOW_LAYER,52,1554607313,144
2,4,SHOOTER,5,SHERIFF,13,SHOOTER,59,LOW_LAYER,1,1554607314,144
3,2,SHOOTER,45,SHERIFF,1,SHOOTER,51,LOW_LAYER,7,1554607315,144
3,4,SHOOTER,17,SHERIFF,4,SHOOTER,56,LOW_LAYER,1,1554607317,144
3,4,SHOOTER,33,SHERIFF,9,SHOOTER,61,LOW_LAYER,1,1554607318,144
3,2,SHOOTER,48,SHERIFF,0,SHOOTER,60,LOW_LAYER,22,1554607320,144
2,4,SHOOTER,34,SHERIFF,38,SHOOTER,62,LOW_LAYER,22,1554607321,144
4,4,SHOOTER,50,SHERIFF,29,SHOOTER,25,LOW_LAYER,0,1554607323,144
2,4,SHOOTER,24,SHERIFF,27,SHOOTER,50,LOW_LAYER,3,1554607324,144
4,4,SHOOTER,50,SHERIFF,14,SHOOTER,33,LOW_LAYER,7,1554607326,144
3,2,SHOOTER,30,SHERIFF,4,SHOOTER,57,LOW_LAYER,13,1554607327,144
4,4,SHOOTER,55,SHERIFF,19,SHOOTER,29,LOW_LAYER,1,1554607329,144
4,4,SHOOTER,59,SHERIFF,15,SHOOTER,28,LOW_LAYER,2,1554607330,144
4,4,SHOOTER,68,SHERIFF,9,SHOOTER,47,LOW_LAYER,6,1554607331,144
3,4,SHOOTER,21,SHERIFF,5,SHOOTER,52,LOW_LAYER,0,1554607333,144
3,4,SHOOTER,24,SHERIFF,24,SHOOTER,56,LOW_LAYER,0,1554607334,144
3,4,SHOOTER,27,SHERIFF,20,SHOOTER,57,LOW_LAYER,0,1554607336,144
4,2,SHOOTER,58,SHERIFF,15,SHOOTER,55,LOW_LAYER,28,1554607337,144
4,4,SHOOTER,50,SHERIFF,18,SHOOTER,31,LOW_LAYER,5,1554607339,144
3,2,SHOOTER,39,SHERIFF,0,SHOOTER,63,LOW_LAYER,28,1554607340,144
2,4,SHOOTER,4,SHERIFF,13,SHOOTER,61,LOW_LAYER,0,1554607341,144
4,4,SHOOTER,63,SHERIFF,39,SHOOTER,38,LOW_LAYER,16,1554607343,144
3,4,SHOOTER,25,SHERIFF,3,SHOOTER,50,LOW_LAYER,0,1554607344,144
2,4,SHOOTER,28,SHERIFF,43,SHOOTER,63,LOW_LAYER,22,1554607346,144
4,4,SHOOTER,54,SHERIFF,28,SHOOTER,22,LOW_LAYER,0,1554607347,144
