MyFinalPosition,WinnerIndex,MyStrategy,MyPoints,EnemyStrategy2,EnemyPoints2,EnemyStrategy3,EnemyPoints3,EnemyStrategy4,EnemyPoints4,GameSeed,MyTotalWinsQty
3,4,SHOOTER,28,SHERIFF,23,SHOOTER,50,LOW_LAYER,3,1554604497,0
3,3,SHOOTER,34,SHERIFF,53,SHOOTER,17,LOW_LAYER,26,1554604498,0
4,3,SHOOTER,53,SHERIFF,32,SHOOTER,19,LOW_LAYER,26,1554604499,0
4,4,SHOOTER,68,SHERIFF,34,SHOOTER,25,LOW_LAYER,3,1554604500,0
4,3,SHOOTER,59,SHERIFF,59,SHOOTER,38,LOW_LAYER,52,1554604502,0
4,4,SHOOTER,58,SHERIFF,3,SHOOTER,17,LOW_LAYER,0,1554604503,0
3,4,SHOOTER,24,SHERIFF,7,SHOOTER,72,LOW_LAYER,1,1554604504,0
3,4,SHOOTER,43,SHERIFF,41,SHOOTER,82,LOW_LAYER,16,1554604505,0
4,4,SHOOTER,55,SHERIFF,8,SHOOTER,40,LOW_LAYER,1,1554604507,0
2,4,SHOOTER,9,SHERIFF,30,SHOOTER,60,LOW_LAYER,5,1554604508,0
4,4,SHOOTER,61,SHERIFF,10,SHOOTER,7,LOW_LAYER,0,1554604509,0
4,4,SHOOTER,54,SHERIFF,35,SHOOTER,33,LOW_LAYER,8,1554604510,0
3,4,SHOOTER,37,SHERIFF,6,SHOOTER,59,LOW_LAYER,2,1554604511,0
4,4,SHOOTER,66,SHERIFF,41,SHOOTER,49,LOW_LAYER,26,1554604513,0
3,4,SHOOTER,26,SHERIFF,1,SHOOTER,51,LOW_LAYER,0,1554604514,0
3,2,SHOOTER,26,SHERIFF,3,SHOOTER,51,LOW_LAYER,24,1554604515,0
3,4,SHOOTER,51,SHERIFF,17,SHOOTER,54,LOW_LAYER,8,1554604516,0
3,4,SHOOTER,13,SHERIFF,6,SHOOTER,59,LOW_LAYER,0,1554604517,0
3,4,SHOOTER,14,SHERIFF,13,SHOOTER,51,LOW_LAYER,0,1554604519,0
4,4,SHOOTER,56,SHERIFF,18,SHOOTER,30,LOW_LAYER,0,1554604520,0
1,1,SHOOTER,31,SHERIFF,62,SHOOTER,41,LOW_LAYER,48,1554604521,1
4,2,SHOOTER,54,SHERIFF,6,SHOOTER,24,LOW_LAYER,20,1554604522,1
3,2,SHOOTER,33,SHERIFF,19,SHOOTER,56,LOW_LAYER,22,1554604523,1
4,4,SHOOTER,50,SHERIFF,31,SHOOTER,16,LOW_LAYER,7,1554604525,1
4,4,SHOOTER,57,SHERIFF,54,SHOOTER,44,LOW_LAYER,27,1554604526,1
4,4,SHOOTER,66,SHERIFF,46,SHOOTER,29,LOW_LAYER,15,1554604527,1
4,2,SHOOTER,52,SHERIFF,6,SHOOTER,28,LOW_LAYER,18,1554604528,1
3,4,SHOOTER,47,SHERIFF,18,SHOOTER,58,LOW_LAYER,7,1554604530,1
4,4,SHOOTER,58,SHERIFF,4,SHOOTER,42,LOW_LAYER,0,1554604531,1
4,4,SHOOTER,62,SHERIFF,30,SHOOTER,35,LOW_LAYER,3,1554604532,1
4,4,SHOOTER,60,SHERIFF,42,SHOOTER,24,LOW_LAYER,4,1554604533,1
4,4,SHOOTER,61,SHERIFF,8,SHOOTER,31,LOW_LAYER,4,1554604535,1
3,4,SHOOTER,35,SHERIFF,12,SHOOTER,53,LOW_LAYER,4,1554604536,1
4,4,SHOOTER,60,SHERIFF,41,SHOOTER,54,LOW_LAYER,27,1554604537,1
4,4,SHOOTER,76,SHERIFF,25,SHOOTER,37,LOW_LAYER,18,1554604538,1
4,3,SHOOTER,56,SHERIFF,43,SHOOTER,28,LOW_LAYER,29,1554604540,1
2,4,SHOOTER,41,SHERIFF,42,SHOOTER,53,LOW_LAYER,20,1554604541,1
3,4,SHOOTER,27,SHERIFF,50,SHOOTER,27,LOW_LAYER,0,1554604542,1
4,2,SHOOTER,61,SHERIFF,12,SHOOTER,39,LOW_LAYER,18,1554604543,1
4,4,SHOOTER,55,SHERIFF,11,SHOOTER,31,LOW_LAYER,7,1554604544,1
4,4,SHOOTER,53,SHERIFF,28,SHOOTER,43,LOW_LAYER,6,1554604546,1
4,3,SHOOTER,53,SHERIFF,46,SHOOTER,13,LOW_LAYER,44,1554604547,1
4,3,SHOOTER,74,SHERIFF,50,SHOOTER,33,LOW_LAYER,51,1554604548,1
4,3,SHOOTER,64,SHERIFF,7,SHOOTER,3,LOW_LAYER,4,1554604549,1
4,3,SHOOTER,51,SHERIFF,22,SHOOTER,13,LOW_LAYER,18,1554604551,1
4,3,SHOOTER,61,SHERIFF,36,SHOOTER,15,LOW_LAYER,44,1554604552,1
4,4,SHOOTER,67,SHERIFF,5,SHOOTER,6,LOW_LAYER,0,1554604553,1
4,2,SHOOTER,55,SHERIFF,5,SHOOTER,10,LOW_LAYER,8,1554604554,1
3,4,SHOOTER,39,SHERIFF,5,SHOOTER,59,LOW_LAYER,1,1554604555,1
1,1,SHOOTER,46,SHERIFF,54,SHOOTER,55,LOW_LAYER,53,1554604557,2
4,4,SHOOTER,51,SHERIFF,23,SHOOTER,51,LOW_LAYER,5,1554604558,2
2,4,SHOOTER,19,SHERIFF,65,SHOOTER,20,LOW_LAYER,0,1554604559,2
4,2,SHOOTER,55,SHERIFF,2,SHOOTER,43,LOW_LAYER,4,1554604560,2
4,4,SHOOTER,54,SHERIFF,6,SHOOTER,18,LOW_LAYER,0,1554604561,2
4,4,SHOOTER,52,SHERIFF,1,SHOOTER,25,LOW_LAYER,0,1554604563,2
4,4,SHOOTER,51,SHERIFF,36,SHOOTER,43,LOW_LAYER,0,1554604564,2
3,4,SHOOTER,52,SHERIFF,25,SHOOTER,65,LOW_LAYER,14,1554604565,2
3,4,SHOOTER,36,SHERIFF,7,SHOOTER,61,LOW_LAYER,0,1554604566,2
4,4,SHOOTER,51,SHERIFF,30,SHOOTER,23,LOW_LAYER,0,1554604567,2
2,4,SHOOTER,15,SHERIFF,31,SHOOTER,53,LOW_LAYER,5,1554604569,2
2,4,SHOOTER,11,SHERIFF,52,SHOOTER,12,LOW_LAYER,3,1554604570,2
3,4,SHOOTER,46,SHERIFF,43,SHOOTER,67,LOW_LAYER,0,1554604571,2
3,2,SHOOTER,56,SHERIFF,4,SHOOTER,60,LOW_LAYER,36,1554604572,2
3,4,SHOOTER,51,SHERIFF,11,SHOOTER,63,LOW_LAYER,5,1554604574,2
3,4,SHOOTER,10,SHERIFF,8,SHOOTER,60,LOW_LAYER,0,1554604575,2
4,4,SHOOTER,58,SHERIFF,29,SHOOTER,42,LOW_LAYER,1,1554604576,2
4,4,SHOOTER,56,SHERIFF,6,SHOOTER,15,LOW_LAYER,1,1554604577,2
3,2,SHOOTER,46,SHERIFF,2,SHOOTER,52,LOW_LAYER,4,1554604579,2
3,4,SHOOTER,35,SHERIFF,31,SHOOTER,61,LOW_LAYER,29,1554604580,2
1,1,SHOOTER,29,SHERIFF,46,SHOOTER,67,LOW_LAYER,40,1554604581,3
1,1,SHOOTER,21,SHERIFF,63,SHOOTER,46,LOW_LAYER,26,1554604582,4
4,2,SHOOTER,66,SHERIFF,5,SHOOTER,27,LOW_LAYER,32,1554604583,4
2,4,SHOOTER,25,SHERIFF,29,SHOOTER,50,LOW_LAYER,0,1554604585,4
3,4,SHOOTER,33,SHERIFF,26,SHOOTER,58,LOW_LAYER,13,1554604586,4
4,4,SHOOTER,60,SHERIFF,15,SHOOTER,25,LOW_LAYER,4,1554604587,4
3,4,SHOOTER,49,SHERIFF,54,SHOOTER,27,LOW_LAYER,26,1554604588,4
1,1,SHOOTER,0,SHERIFF,42,SHOOTER,61,LOW_LAYER,27,1554604590,5
3,2,SHOOTER,44,SHERIFF,26,SHOOTER,56,LOW_LAYER,30,1554604591,5
4,4,SHOOTER,55,SHERIFF,15,SHOOTER,8,LOW_LAYER,0,1554604592,5
4,2,SHOOTER,54,SHERIFF,5,SHOOTER,45,LOW_LAYER,26,1554604593,5
4,4,SHOOTER,71,SHERIFF,24,SHOOTER,35,LOW_LAYER,0,1554604594,5
4,4,SHOOTER,51,SHERIFF,11,SHOOTER,42,LOW_LAYER,0,1554604596,5
3,4,SHOOTER,22,SHERIFF,21,SHOOTER,68,LOW_LAYER,19,1554604597,5
3,4,SHOOTER,38,SHERIFF,13,SHOOTER,53,LOW_LAYER,0,1554604598,5
4,2,SHOOTER,51,SHERIFF,7,SHOOTER,32,LOW_LAYER,14,1554604599,5
4,3,SHOOTER,58,SHERIFF,46,SHOOTER,0,LOW_LAYER,26,1554604600,5
4,4,SHOOTER,54,SHERIFF,31,SHOOTER,45,LOW_LAYER,0,1554604602,5
1,1,SHOOTER,15,SHERIFF,48,SHOOTER,67,LOW_LAYER,26,1554604603,6
3,4,SHOOTER,29,SHERIFF,15,SHOOTER,59,LOW_LAYER,1,1554604604,6
3,4,SHOOTER,27,SHERIFF,11,SHOOTER,58,LOW_LAYER,8,1554604605,6
4,4,SHOOTER,63,SHERIFF,14,SHOOTER,26,LOW_LAYER,1,1554604606,6
4,2,SHOOTER,53,SHERIFF,8,SHOOTER,43,LOW_LAYER,26,1554604608,6
3,4,SHOOTER,20,SHERIFF,5,SHOOTER,53,LOW_LAYER,0,1554604609,6
3,4,SHOOTER,41,SHERIFF,26,SHOOTER,62,LOW_LAYER,1,1554604610,6
4,4,SHOOTER,57,SHERIFF,12,SHOOTER,26,LOW_LAYER,9,1554604611,6
3,4,SHOOTER,24,SHERIFF,23,SHOOTER,69,LOW_LAYER,14,1554604612,6
3,4,SHOOTER,24,SHERIFF,1,SHOOTER,53,LOW_LAYER,0,1554604614,6
4,4,SHOOTER,61,SHERIFF,45,SHOOTER,49,LOW_LAYER,1,1554604615,6
3,2,SHOOTER,64,SHERIFF,16,SHOOTER,74,LOW_LAYER,28,1554604616,6
4,2,SHOOTER,65,SHERIFF,1,SHOOTER,34,LOW_LAYER,4,1554604617,6
4,4,SHOOTER,72,SHERIFF,9,SHOOTER,49,LOW_LAYER,0,1554604619,6
4,4,SHOOTER,51,SHERIFF,33,SHOOTER,20,LOW_LAYER,0,1554604620,6
4,4,SHOOTER,58,SHERIFF,18,SHOOTER,28,LOW_LAYER,0,1554604621,6
4,4,SHOOTER,51,SHERIFF,36,SHOOTER,43,LOW_LAYER,0,1554604622,6
4,4,SHOOTER,51,SHERIFF,28,SHOOTER,25,LOW_LAYER,0,1554604624,6
4,4,SHOOTER,59,SHERIFF,5,SHOOTER,37,LOW_LAYER,3,1554604625,6
4,4,SHOOTER,72,SHERIFF,19,SHOOTER,51,LOW_LAYER,14,1554604626,6
1,1,SHOOTER,17,SHERIFF,30,SHOOTER,50,LOW_LAYER,33,1554604627,7
4,4,SHOOTER,52,SHERIFF,47,SHOOTER,31,LOW_LAYER,26,1554604628,7
3,4,SHOOTER,50,SHERIFF,27,SHOOTER,65,LOW_LAYER,14,1554604630,7
4,2,SHOOTER,53,SHERIFF,3,SHOOTER,44,LOW_LAYER,30,1554604631,7
2,2,SHOOTER,36,SHERIFF,26,SHOOTER,67,LOW_LAYER,53,1554604632,7
4,4,SHOOTER,61,SHERIFF,13,SHOOTER,24,LOW_LAYER,6,1554604633,7
4,4,SHOOTER,61,SHERIFF,7,SHOOTER,36,LOW_LAYER,0,1554604634,7
4,4,SHOOTER,58,SHERIFF,9,SHOOTER,36,LOW_LAYER,1,1554604636,7
4,4,SHOOTER,51,SHERIFF,23,SHOOTER,43,LOW_LAYER,13,1554604637,7
3,4,SHOOTER,44,SHERIFF,8,SHOOTER,50,LOW_LAYER,2,1554604638,7
4,2,SHOOTER,73,SHERIFF,26,SHOOTER,27,LOW_LAYER,30,1554604639,7
3,2,SHOOTER,47,SHERIFF,5,SHOOTER,52,LOW_LAYER,26,1554604641,7
4,4,SHOOTER,58,SHERIFF,47,SHOOTER,49,LOW_LAYER,28,1554604642,7
1,1,SHOOTER,27,SHERIFF,52,SHOOTER,33,LOW_LAYER,44,1554604643,8
4,4,SHOOTER,55,SHERIFF,48,SHOOTER,53,LOW_LAYER,0,1554604644,8
4,4,SHOOTER,63,SHERIFF,13,SHOOTER,25,LOW_LAYER,3,1554604645,8
3,4,SHOOTER,23,SHERIFF,14,SHOOTER,67,LOW_LAYER,0,1554604647,8
4,4,SHOOTER,62,SHERIFF,7,SHOOTER,35,LOW_LAYER,0,1554604648,8
2,2,SHOOTER,26,SHERIFF,15,SHOOTER,60,LOW_LAYER,29,1554604649,8
4,2,SHOOTER,50,SHERIFF,4,SHOOTER,49,LOW_LAYER,27,1554604650,8
4,4,SHOOTER,61,SHERIFF,44,SHOOTER,42,LOW_LAYER,9,1554604651,8
3,4,SHOOTER,43,SHERIFF,5,SHOOTER,54,LOW_LAYER,2,1554604653,8
4,4,SHOOTER,56,SHERIFF,33,SHOOTER,39,LOW_LAYER,2,1554604654,8
2,4,SHOOTER,16,SHERIFF,21,SHOOTER,67,LOW_LAYER,0,1554604655,8
4,4,SHOOTER,66,SHERIFF,34,SHOOTER,22,LOW_LAYER,8,1554604656,8
4,3,SHOOTER,61,SHERIFF,36,SHOOTER,7,LOW_LAYER,26,1554604658,8
3,4,SHOOTER,39,SHERIFF,39,SHOOTER,68,LOW_LAYER,10,1554604659,8
4,2,SHOOTER,59,SHERIFF,8,SHOOTER,22,LOW_LAYER,15,1554604660,8
1,1,SHOOTER,18,SHERIFF,55,SHOOTER,57,LOW_LAYER,52,1554604661,9
4,4,SHOOTER,54,SHERIFF,17,SHOOTER,28,LOW_LAYER,5,1554604662,9
4,4,SHOOTER,50,SHERIFF,10,SHOOTER,44,LOW_LAYER,0,1554604664,9
4,4,SHOOTER,69,SHERIFF,3,SHOOTER,32,LOW_LAYER,0,1554604665,9
3,4,SHOOTER,30,SHERIFF,23,SHOOTER,57,LOW_LAYER,20,1554604666,9
4,2,SHOOTER,55,SHERIFF,9,SHOOTER,26,LOW_LAYER,14,1554604667,9
2,4,SHOOTER,37,SHERIFF,50,SHOOTER,69,LOW_LAYER,26,1554604668,9
3,4,SHOOTER,54,SHERIFF,13,SHOOTER,83,LOW_LAYER,6,1554604670,9
4,4,SHOOTER,60,SHERIFF,19,SHOOTER,37,LOW_LAYER,14,1554604671,9
4,4,SHOOTER,55,SHERIFF,14,SHOOTER,8,LOW_LAYER,1,1554604672,9
3,3,SHOOTER,37,SHERIFF,50,SHOOTER,17,LOW_LAYER,26,1554604674,9
3,4,SHOOTER,48,SHERIFF,16,SHOOTER,66,LOW_LAYER,0,1554604675,9
4,2,SHOOTER,58,SHERIFF,2,SHOOTER,38,LOW_LAYER,6,1554604676,9
4,2,SHOOTER,63,SHERIFF,3,SHOOTER,34,LOW_LAYER,4,1554604677,9
1,1,SHOOTER,22,SHERIFF,52,SHOOTER,56,LOW_LAYER,26,1554604678,10
2,4,SHOOTER,13,SHERIFF,23,SHOOTER,58,LOW_LAYER,10,1554604680,10
4,4,SHOOTER,50,SHERIFF,6,SHOOTER,48,LOW_LAYER,0,1554604681,10
4,4,SHOOTER,65,SHERIFF,11,SHOOTER,27,LOW_LAYER,1,1554604682,10
4,4,SHOOTER,63,SHERIFF,48,SHOOTER,45,LOW_LAYER,26,1554604683,10
4,4,SHOOTER,53,SHERIFF,16,SHOOTER,9,LOW_LAYER,0,1554604684,10
4,4,SHOOTER,55,SHERIFF,32,SHOOTER,42,LOW_LAYER,1,1554604686,10
4,2,SHOOTER,70,SHERIFF,15,SHOOTER,45,LOW_LAYER,26,1554604687,10
4,2,SHOOTER,63,SHERIFF,14,SHOOTER,38,LOW_LAYER,15,1554604688,10
4,2,SHOOTER,63,SHERIFF,14,SHOOTER,53,LOW_LAYER,26,1554604689,10
4,4,SHOOTER,50,SHERIFF,39,SHOOTER,38,LOW_LAYER,29,1554604691,10
3,4,SHOOTER,55,SHERIFF,10,SHOOTER,64,LOW_LAYER,1,1554604692,10
1,1,SHOOTER,36,SHERIFF,44,SHOOTER,60,LOW_LAYER,42,1554604693,11
2,4,SHOOTER,22,SHERIFF,23,SHOOTER,59,LOW_LAYER,0,1554604694,11
4,2,SHOOTER,56,SHERIFF,15,SHOOTER,50,LOW_LAYER,35,1554604696,11
3,4,SHOOTER,34,SHERIFF,7,SHOOTER,60,LOW_LAYER,3,1554604697,11
3,4,SHOOTER,38,SHERIFF,3,SHOOTER,61,LOW_LAYER,2,1554604698,11
4,4,SHOOTER,54,SHERIFF,3,SHOOTER,21,LOW_LAYER,0,1554604699,11
4,4,SHOOTER,56,SHERIFF,20,SHOOTER,50,LOW_LAYER,4,1554604700,11
2,4,SHOOTER,28,SHERIFF,45,SHOOTER,65,LOW_LAYER,18,1554604702,11
4,4,SHOOTER,60,SHERIFF,11,SHOOTER,54,LOW_LAYER,5,1554604703,11
4,4,SHOOTER,58,SHERIFF,41,SHOOTER,31,LOW_LAYER,0,1554604704,11
4,4,SHOOTER,68,SHERIFF,16,SHOOTER,46,LOW_LAYER,0,1554604706,11
4,2,SHOOTER,67,SHERIFF,16,SHOOTER,24,LOW_LAYER,23,1554604707,11
3,2,SHOOTER,35,SHERIFF,30,SHOOTER,58,LOW_LAYER,33,1554604708,11
4,4,SHOOTER,57,SHERIFF,24,SHOOTER,46,LOW_LAYER,3,1554604709,11
2,2,SHOOTER,13,SHERIFF,12,SHOOTER,63,LOW_LAYER,16,1554604711,11
3,2,SHOOTER,29,SHERIFF,0,SHOOTER,67,LOW_LAYER,8,1554604712,11
3,4,SHOOTER,47,SHERIFF,27,SHOOTER,55,LOW_LAYER,1,1554604713,11
3,4,SHOOTER,42,SHERIFF,29,SHOOTER,50,LOW_LAYER,9,1554604714,11
3,4,SHOOTER,53,SHERIFF,37,SHOOTER,62,LOW_LAYER,4,1554604716,11
3,4,SHOOTER,26,SHERIFF,2,SHOOTER,50,LOW_LAYER,0,1554604717,11
3,4,SHOOTER,24,SHERIFF,9,SHOOTER,71,LOW_LAYER,0,1554604718,11
2,4,SHOOTER,18,SHERIFF,22,SHOOTER,63,LOW_LAYER,1,1554604719,11
1,1,SHOOTER,17,SHERIFF,44,SHOOTER,56,LOW_LAYER,39,1554604720,12
3,2,SHOOTER,40,SHERIFF,32,SHOOTER,50,LOW_LAYER,34,1554604722,12
2,4,SHOOTER,42,SHERIFF,43,SHOOTER,68,LOW_LAYER,3,1554604723,12
3,4,SHOOTER,41,SHERIFF,33,SHOOTER,55,LOW_LAYER,27,1554604724,12
4,2,SHOOTER,55,SHERIFF,4,SHOOTER,43,LOW_LAYER,28,1554604725,12
3,4,SHOOTER,52,SHERIFF,32,SHOOTER,54,LOW_LAYER,18,1554604727,12
3,4,SHOOTER,30,SHERIFF,24,SHOOTER,50,LOW_LAYER,0,1554604728,12
4,4,SHOOTER,52,SHERIFF,5,SHOOTER,43,LOW_LAYER,4,1554604729,12
3,2,SHOOTER,38,SHERIFF,0,SHOOTER,51,LOW_LAYER,15,1554604730,12
3,4,SHOOTER,15,SHERIFF,53,SHOOTER,10,LOW_LAYER,0,1554604732,12
2,3,SHOOTER,52,SHERIFF,52,SHOOTER,0,LOW_LAYER,52,1554604733,12
4,4,SHOOTER,57,SHERIFF,35,SHOOTER,22,LOW_LAYER,16,1554604734,12
2,4,SHOOTER,31,SHERIFF,73,SHOOTER,51,LOW_LAYER,27,1554604735,12
2,4,SHOOTER,25,SHERIFF,37,SHOOTER,68,LOW_LAYER,0,1554604737,12
4,4,SHOOTER,57,SHERIFF,17,SHOOTER,30,LOW_LAYER,0,1554604738,12
4,4,SHOOTER,52,SHERIFF,23,SHOOTER,27,LOW_LAYER,2,1554604739,12
3,4,SHOOTER,45,SHERIFF,53,SHOOTER,29,LOW_LAYER,3,1554604740,12
4,3,SHOOTER,67,SHERIFF,25,SHOOTER,18,LOW_LAYER,20,1554604742,12
4,2,SHOOTER,55,SHERIFF,38,SHOOTER,47,LOW_LAYER,42,1554604743,12
4,4,SHOOTER,52,SHERIFF,32,SHOOTER,41,LOW_LAYER,5,1554604744,12
4,4,SHOOTER,73,SHERIFF,44,SHOOTER,39,LOW_LAYER,0,1554604745,12
4,2,SHOOTER,52,SHERIFF,6,SHOOTER,38,LOW_LAYER,8,1554604747,12
3,4,SHOOTER,44,SHERIFF,20,SHOOTER,66,LOW_LAYER,0,1554604748,12
4,4,SHOOTER,63,SHERIFF,12,SHOOTER,49,LOW_LAYER,6,1554604749,12
4,4,SHOOTER,60,SHERIFF,34,SHOOTER,35,LOW_LAYER,1,1554604750,12
2,4,SHOOTER,9,SHERIFF,16,SHOOTER,53,LOW_LAYER,0,1554604752,12
2,4,SHOOTER,36,SHERIFF,54,SHOOTER,40,LOW_LAYER,26,1554604753,12
1,1,SHOOTER,27,SHERIFF,54,SHOOTER,49,LOW_LAYER,52,1554604754,13
4,4,SHOOTER,56,SHERIFF,39,SHOOTER,26,LOW_LAYER,9,1554604755,13
3,4,SHOOTER,58,SHERIFF,60,SHOOTER,34,LOW_LAYER,30,1554604757,13
4,2,SHOOTER,52,SHERIFF,15,SHOOTER,46,LOW_LAYER,17,1554604758,13
4,4,SHOOTER,51,SHERIFF,18,SHOOTER,34,LOW_LAYER,1,1554604759,13
4,4,SHOOTER,60,SHERIFF,12,SHOOTER,6,LOW_LAYER,0,1554604760,13
2,2,SHOOTER,33,SHERIFF,2,SHOOTER,62,LOW_LAYER,33,1554604761,13
3,4,SHOOTER,17,SHERIFF,6,SHOOTER,55,LOW_LAYER,0,1554604763,13
3,4,SHOOTER,32,SHERIFF,13,SHOOTER,54,LOW_LAYER,5,1554604764,13
1,1,SHOOTER,14,SHERIFF,22,SHOOTER,52,LOW_LAYER,16,1554604765,14
3,4,SHOOTER,49,SHERIFF,58,SHOOTER,22,LOW_LAYER,1,1554604766,14
4,4,SHOOTER,56,SHERIFF,18,SHOOTER,26,LOW_LAYER,4,1554604768,14
4,4,SHOOTER,52,SHERIFF,10,SHOOTER,13,LOW_LAYER,3,1554604769,14
3,2,SHOOTER,47,SHERIFF,26,SHOOTER,71,LOW_LAYER,38,1554604770,14
2,4,SHOOTER,47,SHERIFF,53,SHOOTER,53,LOW_LAYER,3,1554604771,14
3,2,SHOOTER,32,SHERIFF,3,SHOOTER,56,LOW_LAYER,13,1554604772,14
3,4,SHOOTER,43,SHERIFF,26,SHOOTER,60,LOW_LAYER,1,1554604774,14
3,3,SHOOTER,41,SHERIFF,52,SHOOTER,26,LOW_LAYER,37,1554604775,14
3,3,SHOOTER,49,SHERIFF,57,SHOOTER,24,LOW_LAYER,26,1554604776,14
1,1,SHOOTER,31,SHERIFF,34,SHOOTER,58,LOW_LAYER,33,1554604777,15
3,2,SHOOTER,21,SHERIFF,1,SHOOTER,51,LOW_LAYER,5,1554604779,15
4,4,SHOOTER,68,SHERIFF,23,SHOOTER,46,LOW_LAYER,19,1554604780,15
3,4,SHOOTER,37,SHERIFF,13,SHOOTER,50,LOW_LAYER,4,1554604781,15
4,2,SHOOTER,52,SHERIFF,1,SHOOTER,17,LOW_LAYER,8,1554604782,15
3,4,SHOOTER,49,SHERIFF,19,SHOOTER,62,LOW_LAYER,0,1554604784,15
3,4,SHOOTER,21,SHERIFF,20,SHOOTER,63,LOW_LAYER,0,1554604785,15
4,4,SHOOTER,68,SHERIFF,31,SHOOTER,31,LOW_LAYER,0,1554604786,15
3,4,SHOOTER,55,SHERIFF,21,SHOOTER,64,LOW_LAYER,16,1554604787,15
1,1,SHOOTER,29,SHERIFF,50,SHOOTER,47,LOW_LAYER,30,1554604789,16
2,4,SHOOTER,30,SHERIFF,59,SHOOTER,49,LOW_LAYER,18,1554604790,16
3,4,SHOOTER,17,SHERIFF,6,SHOOTER,55,LOW_LAYER,0,1554604791,16
3,4,SHOOTER,43,SHERIFF,24,SHOOTER,61,LOW_LAYER,2,1554604792,16
4,4,SHOOTER,51,SHERIFF,24,SHOOTER,29,LOW_LAYER,0,1554604794,16
3,4,SHOOTER,43,SHERIFF,38,SHOOTER,71,LOW_LAYER,30,1554604795,16
4,4,SHOOTER,52,SHERIFF,10,SHOOTER,41,LOW_LAYER,1,1554604796,16
4,4,SHOOTER,70,SHERIFF,20,SHOOTER,34,LOW_LAYER,6,1554604797,16
3,4,SHOOTER,32,SHERIFF,20,SHOOTER,60,LOW_LAYER,18,1554604799,16
3,4,SHOOTER,37,SHERIFF,63,SHOOTER,29,LOW_LAYER,27,1554604800,16
3,4,SHOOTER,35,SHERIFF,20,SHOOTER,68,LOW_LAYER,7,1554604801,16
4,2,SHOOTER,58,SHERIFF,18,SHOOTER,34,LOW_LAYER,20,1554604802,16
1,1,SHOOTER,26,SHERIFF,29,SHOOTER,75,LOW_LAYER,52,1554604804,17
4,4,SHOOTER,56,SHERIFF,21,SHOOTER,53,LOW_LAYER,0,1554604805,17
4,4,SHOOTER,50,SHERIFF,42,SHOOTER,34,LOW_LAYER,4,1554604806,17
4,4,SHOOTER,56,SHERIFF,15,SHOOTER,28,LOW_LAYER,5,1554604807,17
3,2,SHOOTER,40,SHERIFF,13,SHOOTER,58,LOW_LAYER,19,1554604809,17
4,4,SHOOTER,62,SHERIFF,10,SHOOTER,32,LOW_LAYER,0,1554604810,17
4,4,SHOOTER,51,SHERIFF,24,SHOOTER,51,LOW_LAYER,4,1554604811,17
3,3,SHOOTER,36,SHERIFF,57,SHOOTER,11,LOW_LAYER,26,1554604812,17
3,4,SHOOTER,38,SHERIFF,7,SHOOTER,53,LOW_LAYER,6,1554604814,17
4,4,SHOOTER,58,SHERIFF,30,SHOOTER,39,LOW_LAYER,29,1554604815,17
4,2,SHOOTER,65,SHERIFF,20,SHOOTER,40,LOW_LAYER,31,1554604816,17
2,4,SHOOTER,36,SHERIFF,69,SHOOTER,73,LOW_LAYER,30,1554604817,17
4,4,SHOOTER,53,SHERIFF,25,SHOOTER,37,LOW_LAYER,15,1554604819,17
4,3,SHOOTER,54,SHERIFF,47,SHOOTER,1,LOW_LAYER,28,1554604820,17
4,4,SHOOTER,61,SHERIFF,28,SHOOTER,14,LOW_LAYER,1,1554604821,17
3,4,SHOOTER,47,SHERIFF,5,SHOOTER,51,LOW_LAYER,1,1554604822,17
3,4,SHOOTER,20,SHERIFF,20,SHOOTER,51,LOW_LAYER,13,1554604824,17
4,4,SHOOTER,56,SHERIFF,37,SHOOTER,35,LOW_LAYER,2,1554604825,17
3,4,SHOOTER,21,SHERIFF,2,SHOOTER,55,LOW_LAYER,0,1554604826,17
4,3,SHOOTER,52,SHERIFF,31,SHOOTER,8,LOW_LAYER,13,1554604827,17
4,2,SHOOTER,57,SHERIFF,26,SHOOTER,43,LOW_LAYER,30,1554604828,17
3,2,SHOOTER,37,SHERIFF,3,SHOOTER,51,LOW_LAYER,13,1554604830,17
4,4,SHOOTER,54,SHERIFF,17,SHOOTER,29,LOW_LAYER,4,1554604831,17
4,2,SHOOTER,57,SHERIFF,2,SHOOTER,39,LOW_LAYER,6,1554604832,17
4,4,SHOOTER,66,SHERIFF,15,SHOOTER,45,LOW_LAYER,4,1554604833,17
4,4,SHOOTER,53,SHERIFF,35,SHOOTER,39,LOW_LAYER,3,1554604835,17
1,1,SHOOTER,10,SHERIFF,52,SHOOTER,27,LOW_LAYER,15,1554604836,18
4,4,SHOOTER,53,SHERIFF,27,SHOOTER,24,LOW_LAYER,0,1554604837,18
4,4,SHOOTER,53,SHERIFF,22,SHOOTER,45,LOW_LAYER,10,1554604838,18
3,2,SHOOTER,11,SHERIFF,0,SHOOTER,62,LOW_LAYER,5,1554604840,18
3,4,SHOOTER,25,SHERIFF,24,SHOOTER,63,LOW_LAYER,18,1554604841,18
3,2,SHOOTER,47,SHERIFF,3,SHOOTER,73,LOW_LAYER,7,1554604842,18
4,4,SHOOTER,71,SHERIFF,14,SHOOTER,43,LOW_LAYER,2,1554604843,18
